requirement_id,requirement,actor_or_area,acceptance,release_scope,status,implementation_area,evidence_and_remaining_work
CUL-FR-002,Cultural content shall be managed from the administration portal and shall not require a mobile-app release for normal content updates.,Content Manager,Published revision becomes available through content APIs.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/database/repositories/cultural-article.repository.ts,Governed cultural content CMS and publication/translation workflows need completion; authoritative content remains approval-gated
CUL-FR-003,"Content shall support draft, review, approved, published, archived and superseded lifecycle states.",Content Manager/Religious Representative,Invalid state transitions are rejected.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/database/repositories/cultural-article.repository.ts,Governed cultural content CMS and publication/translation workflows need completion; authoritative content remains approval-gated
CUL-FR-004,Authoritative religious/cultural content shall require approval by an assigned Community/Religious Representative before publication.,Religious Representative,Unapproved authoritative revision cannot be published.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/database/repositories/cultural-article.repository.ts,Governed cultural content CMS and publication/translation workflows need completion; authoritative content remains approval-gated
CUL-FR-005,"Content shall support structured headings, rich text, images, references, attachments and related-content links.",Content Manager,Valid content renders consistently on mobile and admin preview.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/database/repositories/cultural-article.repository.ts,Governed cultural content CMS and publication/translation workflows need completion; authoritative content remains approval-gated
CUL-FR-006,"Every published revision shall retain version, author, reviewer, approval, publish date and provenance.",System,Admin can reconstruct publication history.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/database/repositories/cultural-article.repository.ts,Governed cultural content CMS and publication/translation workflows need completion; authoritative content remains approval-gated
CUL-FR-007,Published content shall support Nepali and English variants linked to the same content concept.,Content Manager,Language switch preserves article context when translation exists.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/database/repositories/cultural-article.repository.ts,Governed cultural content CMS and publication/translation workflows need completion; authoritative content remains approval-gated
CUL-FR-008,Superseding a cultural rule/article shall not silently overwrite historical revisions.,System,Prior revision remains auditable.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/database/repositories/cultural-article.repository.ts,Governed cultural content CMS and publication/translation workflows need completion; authoritative content remains approval-gated
CUL-FR-009,"Content search shall index title, approved keywords and body text subject to publication state.",Member,Published relevant content is searchable.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/database/repositories/cultural-article.repository.ts,Governed cultural content CMS and publication/translation workflows need completion; authoritative content remains approval-gated
CUL-FR-010,Removed or unpublished content shall stop appearing in member surfaces while remaining available to authorized audit users.,System,Member API returns no unpublished revision.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/database/repositories/cultural-article.repository.ts,Governed cultural content CMS and publication/translation workflows need completion; authoritative content remains approval-gated
CAL-FR-001,"The system shall support Gregorian (AD), Bikram Sambat (BS) and Tithi-based date representations required by the business.",System,Approved reference dates render correctly.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"M4 event/RSVP checks exist; recurrence, date-source and full scope/audience acceptance remain"
CAL-FR-002,"Date storage shall preserve source calendar, source value, conversion metadata and confidence/provenance where applicable.",System,Original source date is never lost through conversion.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"M4 event/RSVP checks exist; recurrence, date-source and full scope/audience acceptance remain"
CAL-FR-003,"Members shall view a family/community calendar with birthday, death/Shraddha, 84 Puja, marriage, Bratabandha, Dewali/Goth Puja, family gathering and community-event categories.",Member,Each supported event type appears with permission-respecting details.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"M4 event/RSVP checks exist; recurrence, date-source and full scope/audience acceptance remain"
CAL-FR-004,Authorized users shall create and manage family/community events.,Authorized Member/Admin,"Event validates title, date model, visibility and organizer authority.",MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"M4 event/RSVP checks exist; recurrence, date-source and full scope/audience acceptance remain"
CAL-FR-005,The system shall derive approved recurring family reminders from verified Person/event data.,System,Reference recurrence cases produce expected occurrence dates.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"M4 event/RSVP checks exist; recurrence, date-source and full scope/audience acceptance remain"
CAL-FR-006,"Tithi calculation/integration shall use an approved, versioned calendar rule/source.",System/Religious Representative,Only approved rule/source can produce authoritative Tithi.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"M4 event/RSVP checks exist; recurrence, date-source and full scope/audience acceptance remain"
CAL-FR-007,Tithi results shall store the rule/source version used for reproducibility.,System,Historic calculation can be traced to its rule version.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"M4 event/RSVP checks exist; recurrence, date-source and full scope/audience acceptance remain"
CAL-FR-008,"When an authoritative Tithi cannot be calculated, the system shall display a clear unavailable/pending state rather than inventing a date.",System,No fabricated Tithi is shown.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"M4 event/RSVP checks exist; recurrence, date-source and full scope/audience acceptance remain"
CAL-FR-009,Members shall switch calendar display between supported representations without changing the underlying event.,Member,Switching representation preserves event identity.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"M4 event/RSVP checks exist; recurrence, date-source and full scope/audience acceptance remain"
CAL-FR-010,"Calendar shall support day, month and agenda views appropriate to mobile.",Member,Navigation returns correct events for selected range.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"M4 event/RSVP checks exist; recurrence, date-source and full scope/audience acceptance remain"
CAL-FR-011,"Event visibility shall honor family, branch, invitee, community and administrative access rules.",System,Unauthorized events are not disclosed.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"M4 event/RSVP checks exist; recurrence, date-source and full scope/audience acceptance remain"
CAL-FR-012,Event changes/cancellations shall notify affected invitees/followers according to preference and policy.,System,Relevant notification is generated after committed change.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"M4 event/RSVP checks exist; recurrence, date-source and full scope/audience acceptance remain"
CAL-FR-013,Calendar conversions and recurrence logic shall be covered by signed reference-case tests.,QA/Religious Representative,All approved reference cases pass before release.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"M4 event/RSVP checks exist; recurrence, date-source and full scope/audience acceptance remain"
JUT-FR-001,The Release 1.0 product shall implement Jutho determination from a verified deceased Person to a viewing/selected Person using approved relationship rules.,System,Signed reference cases return the approved result.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/cultural-rules,Existing closed-gate behavior; approved schedules and full calculation acceptance required
JUT-FR-002,Jutho rules shall be stored as versioned configuration/rule data rather than embedded as unreviewable application logic.,System/Admin,Active result records reference rule-set version.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/cultural-rules,Existing closed-gate behavior; approved schedules and full calculation acceptance required
JUT-FR-003,Only an approved and effective Jutho rule set may be used for authoritative member guidance.,Religious Representative/Super Admin,Draft rule sets cannot drive production results.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/cultural-rules,Existing closed-gate behavior; approved schedules and full calculation acceptance required
JUT-FR-004,"The system shall support the documented indication classes: 13 days, 5 days, 3 days, 1 day and not applicable, with final relationship mapping signed by designated representatives.",System,Every approved mapped relationship returns exactly one applicable class.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/cultural-rules,Existing closed-gate behavior; approved schedules and full calculation acceptance required
JUT-FR-005,"The member interface shall present Jutho duration, approved indication/color, relationship basis and a cultural-guidance disclaimer/context supplied by authorized content managers.",Member,Result page explains basis without exposing unauthorized genealogy.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/cultural-rules,Existing closed-gate behavior; approved schedules and full calculation acceptance required
JUT-FR-006,Exceptions shall be expressible in the approved rule catalogue with priority and applicability criteria.,Religious Representative/Admin,Exception reference tests override general rule deterministically.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/cultural-rules,Existing closed-gate behavior; approved schedules and full calculation acceptance required
JUT-FR-007,"If genealogy is incomplete, disputed or unverified, the system shall state that Jutho cannot yet be determined authoritatively.",System,No authoritative result is generated from unverified path.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/cultural-rules,Existing closed-gate behavior; approved schedules and full calculation acceptance required
JUT-FR-008,Changes to genealogy or active Jutho rules shall invalidate affected cached determinations.,System,Recalculation uses current approved facts/rules.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/cultural-rules,Existing closed-gate behavior; approved schedules and full calculation acceptance required
JUT-FR-009,Jutho rule changes and calculations used for material notifications shall be auditable.,System,Admin can identify rule version and relationship path used.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/cultural-rules,Existing closed-gate behavior; approved schedules and full calculation acceptance required
NOT-FR-001,"Members shall follow selected People, immediate-family scopes, branches, generations and supported relationship groups.",Member,Follow target is saved only if member has permission to reference it.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/notifications,"Durable dispatcher exists; inbox, follows, scheduled events, broadcast UI and live provider acceptance outstanding"
NOT-FR-002,Members shall unfollow any self-selected follow target.,Member,Future non-mandatory notifications for that target stop.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/notifications,"Durable dispatcher exists; inbox, follows, scheduled events, broadcast UI and live provider acceptance outstanding"
NOT-FR-003,"The system shall generate relevant reminders/updates for birthdays, 84 Puja, death/Shraddha, marriage, Bratabandha, puja, gatherings, approved genealogy changes and community announcements.",System,Eligible events create notification records.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/notifications,"Durable dispatcher exists; inbox, follows, scheduled events, broadcast UI and live provider acceptance outstanding"
NOT-FR-004,Members shall configure notification categories independently.,Member,Disabled category is suppressed except legally/security-mandatory notices.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/notifications,"Durable dispatcher exists; inbox, follows, scheduled events, broadcast UI and live provider acceptance outstanding"
NOT-FR-005,Members shall configure push and in-app delivery preferences where supported.,Member,Preference is honored by dispatch service.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/notifications,"Durable dispatcher exists; inbox, follows, scheduled events, broadcast UI and live provider acceptance outstanding"
NOT-FR-006,Notification payloads displayed on a locked device shall minimize sensitive family information.,System,Push preview follows configured privacy-safe template.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/notifications,"Durable dispatcher exists; inbox, follows, scheduled events, broadcast UI and live provider acceptance outstanding"
NOT-FR-007,Notifications shall deep-link to an authorized application destination.,Member,Tap opens intended accessible screen or safe fallback.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/notifications,"Durable dispatcher exists; inbox, follows, scheduled events, broadcast UI and live provider acceptance outstanding"
NOT-FR-008,The system shall avoid duplicate notifications for the same event/user/channel through idempotency keys.,System,Retry does not create duplicate user-visible notification.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/notifications,"Durable dispatcher exists; inbox, follows, scheduled events, broadcast UI and live provider acceptance outstanding"
NOT-FR-009,Members shall view notification history and mark items read/unread.,Member,State persists across devices.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/notifications,"Durable dispatcher exists; inbox, follows, scheduled events, broadcast UI and live provider acceptance outstanding"
NOT-FR-010,"Administrative broadcast notices shall support target scopes such as all members, branch, generation or defined audience.",Authorized Admin,Only authorized scope is selectable and delivery is audited.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/notifications,"Durable dispatcher exists; inbox, follows, scheduled events, broadcast UI and live provider acceptance outstanding"
NOT-FR-011,Notification delivery failures shall be logged/retried according to provider policy without blocking primary business transactions.,System,Core transaction succeeds even when provider is temporarily unavailable.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/notifications,"Durable dispatcher exists; inbox, follows, scheduled events, broadcast UI and live provider acceptance outstanding"
INV-FR-001,"Authorized members shall create invitations for marriage, Bratabandha, 84 Puja, puja, family gathering and approved event types.",Member,"Invitation validates organizer, event type, date, venue and audience.",MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"Calendar RSVP exists; audience preview, snapshots, invitation templates and sending require completion"
INV-FR-002,"Invitation shall include card/presentation, title, details, date/time, venue and map location where provided.",Member,Invitee sees complete approved invitation detail.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"Calendar RSVP exists; audience preview, snapshots, invitation templates and sending require completion"
INV-FR-003,Creator shall select individual invitees from permitted genealogy records.,Member,Selection resolves to valid Person/User recipients without exposing private data.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"Calendar RSVP exists; audience preview, snapshots, invitation templates and sending require completion"
INV-FR-004,"Creator shall select genealogy-derived audiences including approved relationship groups, descendants of an ancestor, branch and generation.",Member,Recipient preview accurately resolves against verified graph.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"Calendar RSVP exists; audience preview, snapshots, invitation templates and sending require completion"
INV-FR-005,"Before send, the system shall show recipient count and a preview to reduce accidental mass sends.",Member,Send action requires explicit confirmation.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"Calendar RSVP exists; audience preview, snapshots, invitation templates and sending require completion"
INV-FR-006,Registered invitees shall receive in-app/push invitation notification according to delivery policy.,System,Invitation appears in invitee inbox/history.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"Calendar RSVP exists; audience preview, snapshots, invitation templates and sending require completion"
INV-FR-007,"Invitees shall respond Attending, Not Attending or Maybe where the event enables RSVP.",Member,Latest valid response is visible to invitee and organizer.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"Calendar RSVP exists; audience preview, snapshots, invitation templates and sending require completion"
INV-FR-008,Organizer shall see RSVP summary and permitted attendee responses.,Member,Counts match current recipient-response records.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"Calendar RSVP exists; audience preview, snapshots, invitation templates and sending require completion"
INV-FR-009,Invitation updates/cancellations shall be versioned and notify affected invitees.,System,Invitee sees current state and update notice.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"Calendar RSVP exists; audience preview, snapshots, invitation templates and sending require completion"
INV-FR-010,Genealogy-based recipient resolution shall be reproducible using the verified graph snapshot/query context used at send time.,System,Audit can reconstruct selection basis.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"Calendar RSVP exists; audience preview, snapshots, invitation templates and sending require completion"
INV-FR-011,Invitation visibility shall not grant unrelated access to private Person data.,System,Recipient list/detail follows privacy policy.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"Calendar RSVP exists; audience preview, snapshots, invitation templates and sending require completion"
INV-FR-012,"Invitation send, resend, cancellation and audience-changing actions shall be rate-limited and audited.",System,Abuse controls and audit entries are present.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/calendar,"Calendar RSVP exists; audience preview, snapshots, invitation templates and sending require completion"
COM-FR-001,"Verified members shall create community-relevant posts in approved categories including announcements, missing-person notices, property/room availability, assistance requests and community programs.",Member,Valid post is created with category and visibility.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
COM-FR-002,"Posts shall support text, approved images/media, location and contact information subject to privacy controls.",Member,File/field validation and visibility rules are applied.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
COM-FR-003,Release 1.0 shall implement a configurable moderation policy by post category and risk level.,Moderator/Admin,Each category has explicit pre-publication or post-publication rule.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
COM-FR-004,Official announcements shall require an authorized publishing role.,Authorized Admin/Moderator,Normal member cannot impersonate official announcement.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
COM-FR-005,Members shall report posts/users using configured reason categories and explanatory detail.,Member,Report is recorded and enters moderation queue.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
COM-FR-006,Members shall block another user.,Member,Block affects permitted social/contact surfaces according to policy.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
COM-FR-007,"Moderators shall review reports with content, reporter context, prior actions and applicable policy.",Moderator,Review screen contains required evidence without excessive private data.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
COM-FR-008,"Moderators shall keep, restrict, remove, restore or escalate content according to authority.",Moderator/Super Admin,"Action validates state, authority and reason.",MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
COM-FR-009,Moderation actions shall notify affected author where policy permits and provide reason/appeal path when applicable.,System,User receives appropriate status communication.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
COM-FR-010,Posts shall support edit history; materially edited moderated content may re-enter review according to policy.,Member/System,Revision history is retained.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
COM-FR-011,Deleted/removed community content shall be soft-deleted/retained according to retention and legal policy rather than silently destroyed.,System,Authorized audit can inspect retained record within policy.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
COM-FR-012,"Feed shall support pagination, category filters, search and deterministic ordering.",Member,Results paginate without gaps/duplicates.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
COM-FR-013,"Community interactions shall be protected by rate limits, file scanning and anti-abuse controls.",System,Repeated abuse attempts are throttled/logged.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
COM-FR-014,"Community moderation policy, actions and administrator overrides shall be auditable.",System,"Audit identifies actor, target, reason, previous/new state and timestamp.",MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/community; apps/admin/src/app/community; apps/mobile/lib/screens/community_screen.dart,"Community checkpoint CI 35514832719 passed; attachments, keyword handling, edit history, moderation appeals and threaded mobile UI still require completion"
MAP-FR-001,Release 1.0 shall provide a map view of households/approved community locations.,Member,Map loads only locations authorized for viewer.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/map; apps/admin/src/app/map; apps/mobile/lib/screens/household_map_screen.dart,Local governed generalized-location checkpoint; real PostgreSQL/browser/device acceptance pending. Household consent reconciliation and configured map provider remain
MAP-FR-002,Household location shall be a distinct governed entity and shall not expose a member’s precise location by default.,System/Admin,Profile privacy and map payload use approved precision level.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/map; apps/admin/src/app/map; apps/mobile/lib/screens/household_map_screen.dart,Local governed generalized-location checkpoint; real PostgreSQL/browser/device acceptance pending. Household consent reconciliation and configured map provider remain
MAP-FR-003,Authorized household representatives/admins shall propose or manage household location information according to policy.,Member/Admin,Changes follow validation/approval rule.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/map; apps/admin/src/app/map; apps/mobile/lib/screens/household_map_screen.dart,Local governed generalized-location checkpoint; real PostgreSQL/browser/device acceptance pending. Household consent reconciliation and configured map provider remain
MAP-FR-004,Map shall support search/filter by branch and permitted geographic attributes.,Member,Filter returns only permitted map points.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/map; apps/admin/src/app/map; apps/mobile/lib/screens/household_map_screen.dart,Local governed generalized-location checkpoint; real PostgreSQL/browser/device acceptance pending. Household consent reconciliation and configured map provider remain
MAP-FR-005,Sensitive exact coordinates/addresses shall be field-level protected and may be generalized to locality/district for broader viewers.,System,Unauthorized viewer receives no precise coordinate.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/map; apps/admin/src/app/map; apps/mobile/lib/screens/household_map_screen.dart,Local governed generalized-location checkpoint; real PostgreSQL/browser/device acceptance pending. Household consent reconciliation and configured map provider remain
MAP-FR-006,Invitation/event venues may use map/location services independently of household residence privacy.,Member/System,Venue selection does not alter household location.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/map; apps/admin/src/app/map; apps/mobile/lib/screens/household_map_screen.dart,Local governed generalized-location checkpoint; real PostgreSQL/browser/device acceptance pending. Household consent reconciliation and configured map provider remain
MAP-FR-007,Location access and administrative edits shall be auditable where sensitivity requires it.,System,Audit captures authorized changes/access events defined by policy.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/map; apps/admin/src/app/map; apps/mobile/lib/screens/household_map_screen.dart,Local governed generalized-location checkpoint; real PostgreSQL/browser/device acceptance pending. Household consent reconciliation and configured map provider remain
CHAT-FR-001,Registered members shall start one-to-one conversations with other eligible registered members.,Member,Conversation respects block/privacy policy.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
CHAT-FR-002,Release 1.0 shall support group conversations with membership and group-information management.,Member,Authorized creator can create group and manage permitted members.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
CHAT-FR-003,Members shall send and receive text messages in near real time.,Member,Sent message reaches connected recipient within performance target.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
CHAT-FR-004,Messages shall support approved images and files subject to size/type/security policy.,Member,Unsafe/unapproved media is rejected or quarantined.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
CHAT-FR-005,Messaging shall provide sent/delivered/read state where privacy/product policy enables it.,Member,State changes are consistent across devices.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
CHAT-FR-006,Conversation history shall synchronize across authenticated devices subject to retention policy.,Member,Re-login restores authorized retained history.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
CHAT-FR-007,Offline/temporarily disconnected clients shall queue/retry outgoing messages without unintended duplicates.,System,Idempotency prevents duplicate committed messages.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
CHAT-FR-008,Members shall block another member and blocked-user behavior shall apply immediately to new direct communication.,Member,New blocked direct messages are prevented.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
CHAT-FR-009,Members shall report messages/conversations/users to moderators with selected context.,Member,Report captures permitted message references and enters queue.,MANDATORY_RELEASE_1,ACCEPTANCE_NOT_CLOSED,services/api/src/modules/chat; apps/admin/src/app/chat; apps/mobile/lib/screens/chat_screen.dart,"Local text messaging checkpoint; remote tests pending. Media, general group roles, reporting, durable offline outbox and scale tests outstanding"
