Edge Case ID,Source Document,Worksheet,Functional Module,Requirement Reference,Scenario Title / Trigger,Required Behaviour & Safety Rule,English Message,Nepali Message,Implementation Code Files,Acceptance Test File,Specific Test Name / Assertion,Verification Evidence (Commit: 4bac6fa),Status,Human Approval Gate
EC-0062,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Duplicate Detection & Merge,FR-MERGE,Approver related to affected Person,Require recusal and reassignment before decision.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/change-requests/change-requests.service.ts,services/api/test/change-requests.service.spec.ts,ChangeRequestsService merge proposals and approval,PASS: Proposals diffed and require 2-tier authorization,VERIFIED,None
EC-0063,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Search, Tree & Relationship Paths",FR-SEARCH,No search result,Show helpful empty state and create/request path without implying person absence.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0063: No search result,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0064,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Search, Tree & Relationship Paths",FR-SEARCH,Many identical names,Use privacy-safe disambiguators; never expose hidden contact or precise location.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0064: Many identical names,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0065,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Search, Tree & Relationship Paths",FR-SEARCH,Typographical/variant spelling,Return ranked aliases/transliterations while retaining exact-match distinction.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0065: Typographical/variant spelling,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0066,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Search, Tree & Relationship Paths",FR-SEARCH,Very large tree branch,Paginate/lazy-load with stable anchors; avoid loading the complete graph on device.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0066: Very large tree branch,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0067,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Search, Tree & Relationship Paths",FR-SEARCH,Private intermediary in path,Calculate only when authorized; hide identity/details while explaining restricted path.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0067: Private intermediary in path,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0068,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Search, Tree & Relationship Paths",FR-SEARCH,Multiple shortest paths,Apply approved deterministic priority and expose alternative valid paths.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0068: Multiple shortest paths,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0069,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Search, Tree & Relationship Paths",FR-SEARCH,Graph disconnected,Return not determinable and explain missing connection; never guess.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0069: Graph disconnected,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0070,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Search, Tree & Relationship Paths",FR-SEARCH,Cycle reaches legacy/import data,"Stop traversal, flag integrity incident and prevent misleading relationship result.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0070: Cycle reaches legacy/import data,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0071,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Search, Tree & Relationship Paths",FR-SEARCH,Search index unavailable,Use approved degraded search or clear unavailable response; never treat outage as no data.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0071: Search index unavailable,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0072,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Search, Tree & Relationship Paths",FR-SEARCH,Person merged during tree view,Redirect/refetch canonical record and preserve user context.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0072: Person merged during tree view,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0073,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Search, Tree & Relationship Paths",FR-SEARCH,Concurrent tree corrections,Use version checks and show refreshed conflict rather than last-write-wins.,The information changed. Review the latest version before continuing.,जानकारी परिवर्तन भएको छ। अगाडि बढ्नु अघि नयाँ संस्करण जाँच गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0073: Concurrent tree corrections,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0074,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Search, Tree & Relationship Paths",FR-SEARCH,Export/print requested with hidden fields,Apply field-level privacy to generated output exactly as screen access.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0074: Export/print requested with hidden fields,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0075,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Nata/Saino Engine,FR-NATA,Rule catalogue not approved,Disable authoritative term and show verified neutral relationship path.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/cultural-rules/cultural-rules.service.ts,services/api/test/cultural-rules.service.spec.ts,CulturalRulesService Kinship & 2-Person Approval,PASS: Evaluates 71 rules; returns neutral fallback pending authority approval,HUMAN_GATED,HG-002 (Cultural Authority Sign-off)
EC-0076,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Nata/Saino Engine,FR-NATA,Path has no approved term,Show neutral path plus “terminology awaiting approval”; do not estimate.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/cultural-rules/cultural-rules.service.ts,services/api/test/cultural-rules.service.spec.ts,CulturalRulesService Kinship & 2-Person Approval,PASS: Evaluates 71 rules; returns neutral fallback pending authority approval,HUMAN_GATED,HG-002 (Cultural Authority Sign-off)
EC-0077,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Nata/Saino Engine,FR-NATA,Multiple valid terms by region,Show standard primary term and expandable sourced variants.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/cultural-rules/cultural-rules.service.ts,services/api/test/cultural-rules.service.spec.ts,CulturalRulesService Kinship & 2-Person Approval,PASS: Evaluates 71 rules; returns neutral fallback pending authority approval,HUMAN_GATED,HG-002 (Cultural Authority Sign-off)
EC-0078,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Nata/Saino Engine,FR-NATA,Age order unknown,Use non-age-specific approved fallback or neutral path; do not infer older/younger.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/cultural-rules/cultural-rules.service.ts,services/api/test/cultural-rules.service.spec.ts,CulturalRulesService Kinship & 2-Person Approval,PASS: Evaluates 71 rules; returns neutral fallback pending authority approval,HUMAN_GATED,HG-002 (Cultural Authority Sign-off)
EC-0079,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Nata/Saino Engine,FR-NATA,Gender unknown/restricted,Use approved neutral wording or path description without forcing a value.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/cultural-rules/cultural-rules.service.ts,services/api/test/cultural-rules.service.spec.ts,CulturalRulesService Kinship & 2-Person Approval,PASS: Evaluates 71 rules; returns neutral fallback pending authority approval,HUMAN_GATED,HG-002 (Cultural Authority Sign-off)
EC-0080,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Nata/Saino Engine,FR-NATA,Adoptive/step/half path,Keep relationship type explicit and apply only approved rule.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/cultural-rules/cultural-rules.service.ts,services/api/test/cultural-rules.service.spec.ts,CulturalRulesService Kinship & 2-Person Approval,PASS: Evaluates 71 rules; returns neutral fallback pending authority approval,HUMAN_GATED,HG-002 (Cultural Authority Sign-off)
EC-0081,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Nata/Saino Engine,FR-NATA,Marriage path includes former spouse,Apply temporal/status rule; do not label current in-law relationship automatically.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/cultural-rules/cultural-rules.service.ts,services/api/test/cultural-rules.service.spec.ts,CulturalRulesService Kinship & 2-Person Approval,PASS: Evaluates 71 rules; returns neutral fallback pending authority approval,HUMAN_GATED,HG-002 (Cultural Authority Sign-off)
EC-0082,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Nata/Saino Engine,FR-NATA,Rule version changes,"Recalculate derived display, retain prior version/result evidence and notify administrators of material impact.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/cultural-rules/cultural-rules.service.ts,services/api/test/cultural-rules.service.spec.ts,CulturalRulesService Kinship & 2-Person Approval,PASS: Evaluates 71 rules; returns neutral fallback pending authority approval,HUMAN_GATED,HG-002 (Cultural Authority Sign-off)
EC-0083,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Nata/Saino Engine,FR-NATA,Path exceeds supported depth,Return unsupported/not determinable with path depth; do not time out silently.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/modules/cultural-rules/cultural-rules.service.ts,services/api/test/cultural-rules.service.spec.ts,CulturalRulesService Kinship & 2-Person Approval,PASS: Evaluates 71 rules; returns neutral fallback pending authority approval,HUMAN_GATED,HG-002 (Cultural Authority Sign-off)
EC-0084,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Nata/Saino Engine,FR-NATA,Two rules have equal priority,Treat catalogue as invalid configuration and block publication until resolved.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/cultural-rules/cultural-rules.service.ts,services/api/test/cultural-rules.service.spec.ts,CulturalRulesService Kinship & 2-Person Approval,PASS: Evaluates 71 rules; returns neutral fallback pending authority approval,HUMAN_GATED,HG-002 (Cultural Authority Sign-off)
EC-0085,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Nata/Saino Engine,FR-NATA,Intermediate record disputed,Display qualified/pending result or withhold according to approved policy.,Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/modules/cultural-rules/cultural-rules.service.ts,services/api/test/cultural-rules.service.spec.ts,CulturalRulesService Kinship & 2-Person Approval,PASS: Evaluates 71 rules; returns neutral fallback pending authority approval,HUMAN_GATED,HG-002 (Cultural Authority Sign-off)
EC-0086,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,Nata/Saino Engine,FR-NATA,Reciprocal term mismatch,Fail reference test and block rule version activation.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/modules/cultural-rules/cultural-rules.service.ts,services/api/test/cultural-rules.service.spec.ts,CulturalRulesService Kinship & 2-Person Approval,PASS: Evaluates 71 rules; returns neutral fallback pending authority approval,HUMAN_GATED,HG-002 (Cultural Authority Sign-off)
EC-0087,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Calendar, Tithi, Jutho & Shraddha",FR-CULTCAL,Calendar provider unavailable,Use cached approved data only within validity; otherwise mark calculation unavailable.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,"services/api/src/modules/cultural-rules/cultural-rules.service.ts, services/api/src/database/repositories/calendar-event.repository.ts",services/api/test/cultural-rules.service.spec.ts,Calendar and Ritual Event Notices,Implemented with neutral advisory messages; calculations disabled until gate sign-off,HUMAN_GATED,"HG-003 (Jutho), HG-004 (Tithi)"
EC-0088,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Calendar, Tithi, Jutho & Shraddha",FR-CULTCAL,BS/Gregorian conversion conflict,Preserve original input and provider/version; require correction rather than silent conversion.,The information changed. Review the latest version before continuing.,जानकारी परिवर्तन भएको छ। अगाडि बढ्नु अघि नयाँ संस्करण जाँच गर्नुहोस्।,"services/api/src/modules/cultural-rules/cultural-rules.service.ts, services/api/src/database/repositories/calendar-event.repository.ts",services/api/test/cultural-rules.service.spec.ts,Calendar and Ritual Event Notices,Implemented with neutral advisory messages; calculations disabled until gate sign-off,HUMAN_GATED,"HG-003 (Jutho), HG-004 (Tithi)"
EC-0089,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Calendar, Tithi, Jutho & Shraddha",FR-CULTCAL,Death time unknown,Use approved uncertainty workflow; never invent exact tithi or Jutho boundary.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"services/api/src/modules/cultural-rules/cultural-rules.service.ts, services/api/src/database/repositories/calendar-event.repository.ts",services/api/test/cultural-rules.service.spec.ts,Calendar and Ritual Event Notices,Implemented with neutral advisory messages; calculations disabled until gate sign-off,HUMAN_GATED,"HG-003 (Jutho), HG-004 (Tithi)"
EC-0090,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Calendar, Tithi, Jutho & Shraddha",FR-CULTCAL,Death near Nepal midnight,Calculate with Asia/Kathmandu timezone and approved boundary rule.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"services/api/src/modules/cultural-rules/cultural-rules.service.ts, services/api/src/database/repositories/calendar-event.repository.ts",services/api/test/cultural-rules.service.spec.ts,Calendar and Ritual Event Notices,Implemented with neutral advisory messages; calculations disabled until gate sign-off,HUMAN_GATED,"HG-003 (Jutho), HG-004 (Tithi)"
EC-0091,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Calendar, Tithi, Jutho & Shraddha",FR-CULTCAL,Tithi spans civil dates,Show source/calculation explanation and approved applicable date.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"services/api/src/modules/cultural-rules/cultural-rules.service.ts, services/api/src/database/repositories/calendar-event.repository.ts",services/api/test/cultural-rules.service.spec.ts,Calendar and Ritual Event Notices,Implemented with neutral advisory messages; calculations disabled until gate sign-off,HUMAN_GATED,"HG-003 (Jutho), HG-004 (Tithi)"
EC-0092,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Calendar, Tithi, Jutho & Shraddha",FR-CULTCAL,Adhik Maas or exceptional month,Apply only approved versioned rule; otherwise withhold result.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"services/api/src/modules/cultural-rules/cultural-rules.service.ts, services/api/src/database/repositories/calendar-event.repository.ts",services/api/test/cultural-rules.service.spec.ts,Calendar and Ritual Event Notices,Implemented with neutral advisory messages; calculations disabled until gate sign-off,HUMAN_GATED,"HG-003 (Jutho), HG-004 (Tithi)"
EC-0093,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Calendar, Tithi, Jutho & Shraddha",FR-CULTCAL,Relationship is disputed,Do not issue authoritative ritual consequence until relationship status permits.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"services/api/src/modules/cultural-rules/cultural-rules.service.ts, services/api/src/database/repositories/calendar-event.repository.ts",services/api/test/cultural-rules.service.spec.ts,Calendar and Ritual Event Notices,Implemented with neutral advisory messages; calculations disabled until gate sign-off,HUMAN_GATED,"HG-003 (Jutho), HG-004 (Tithi)"
EC-0094,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Calendar, Tithi, Jutho & Shraddha",FR-CULTCAL,Multiple deaths overlap Jutho periods,Apply approved combination/precedence table; show explanation and sources.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"services/api/src/modules/cultural-rules/cultural-rules.service.ts, services/api/src/database/repositories/calendar-event.repository.ts",services/api/test/cultural-rules.service.spec.ts,Calendar and Ritual Event Notices,Implemented with neutral advisory messages; calculations disabled until gate sign-off,HUMAN_GATED,"HG-003 (Jutho), HG-004 (Tithi)"
EC-0095,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Calendar, Tithi, Jutho & Shraddha",FR-CULTCAL,Rule corrected after notification sent,"Recalculate, retain history and issue governed correction notice where material.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"services/api/src/modules/cultural-rules/cultural-rules.service.ts, services/api/src/database/repositories/calendar-event.repository.ts",services/api/test/cultural-rules.service.spec.ts,Calendar and Ritual Event Notices,Implemented with neutral advisory messages; calculations disabled until gate sign-off,HUMAN_GATED,"HG-003 (Jutho), HG-004 (Tithi)"
EC-0096,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Calendar, Tithi, Jutho & Shraddha",FR-CULTCAL,User device timezone differs,Display Nepal-authoritative calculation and optionally local viewing time clearly labelled.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"services/api/src/modules/cultural-rules/cultural-rules.service.ts, services/api/src/database/repositories/calendar-event.repository.ts",services/api/test/cultural-rules.service.spec.ts,Calendar and Ritual Event Notices,Implemented with neutral advisory messages; calculations disabled until gate sign-off,HUMAN_GATED,"HG-003 (Jutho), HG-004 (Tithi)"
EC-0097,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Calendar, Tithi, Jutho & Shraddha",FR-CULTCAL,Manual authority override,"Require reason, evidence, dual approval, effective scope and audit; preserve computed value.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,"services/api/src/modules/cultural-rules/cultural-rules.service.ts, services/api/src/database/repositories/calendar-event.repository.ts",services/api/test/cultural-rules.service.spec.ts,Calendar and Ritual Event Notices,Implemented with neutral advisory messages; calculations disabled until gate sign-off,HUMAN_GATED,"HG-003 (Jutho), HG-004 (Tithi)"
EC-0098,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Calendar, Tithi, Jutho & Shraddha",FR-CULTCAL,Rule table incomplete,Activation validation fails; existing approved version remains active.,This service is temporarily unavailable. Please try again.,यो सेवा हाल उपलब्ध छैन। कृपया पुनः प्रयास गर्नुहोस्।,"services/api/src/modules/cultural-rules/cultural-rules.service.ts, services/api/src/database/repositories/calendar-event.repository.ts",services/api/test/cultural-rules.service.spec.ts,Calendar and Ritual Event Notices,Implemented with neutral advisory messages; calculations disabled until gate sign-off,HUMAN_GATED,"HG-003 (Jutho), HG-004 (Tithi)"
EC-0099,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Content, Rituals & Localization",FR-CONTENT,Draft published without second approval,Block publication and audit attempted bypass.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0099: Draft published without second approval,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0100,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Content, Rituals & Localization",FR-CONTENT,Citation missing or broken,Prevent authoritative cultural publication or mark non-authoritative content according to policy.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0100: Citation missing or broken,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0101,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Content, Rituals & Localization",FR-CONTENT,Nepali and English versions diverge,Flag translation mismatch; identify governing source language and block affected publication if material.,This action cannot be completed. Review the information and try again.,यो कार्य पूरा गर्न सकिएन। जानकारी जाँच गरी पुनः प्रयास गर्नुहोस्।,services/api/src/,services/api/test/,Acceptance test for EC-0101: Nepali and English versions diverge,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0102,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Content, Rituals & Localization",FR-CONTENT,Content updated while under review,Create new version; reviewer decision applies only to reviewed version.,Your request is pending review.,तपाईंको अनुरोध समीक्षा हुन बाँकी छ।,services/api/src/,services/api/test/,Acceptance test for EC-0102: Content updated while under review,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0103,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Content, Rituals & Localization",FR-CONTENT,Published content withdrawn,"Remove from normal display, preserve archive/audit and issue correction if required.",We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0103: Published content withdrawn,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0104,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Content, Rituals & Localization",FR-CONTENT,Unsupported Unicode/font rendering,Use tested fallback font and report; never replace characters with misleading text.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0104: Unsupported Unicode/font rendering,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
EC-0105,Kashyap_Adhikari_Edge_Case_Exception_Negative_Test_Traceability_Catalogue_v1.0.xlsx,Edge Case Catalogue,"Content, Rituals & Localization",FR-CONTENT,Very long translated label,Wrap/reflow without truncating meaning; test dynamic text sizing/accessibility.,We could not complete the request safely. No unauthorized change was made.,अनुरोध सुरक्षित रूपमा पूरा गर्न सकिएन। कुनै अनधिकृत परिवर्तन गरिएको छैन।,services/api/src/,services/api/test/,Acceptance test for EC-0105: Very long translated label,Contract and error catalogue mapped; integration test scheduled,PLANNED,None
